Array Size,Serial Time,Parallel Time
100000,0.0148333,0.0885
200000,0.0303333,0.0996667
300000,0.0603333,0.115333
400000,0.0726667,0.1205
500000,0.0905,0.1115
600000,0.118667,0.119833
700000,0.100667,0.0861667
800000,0.0981667,0.0868333
900000,0.118333,0.0996667
1000000,0.133,0.100167
